 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85
1	621.744	551.004	414.985	819.705	503.123	593.133	595.177	531.425	567.712	543.818	1473.095	469.703	987.203	420.120	685.562	477.633	799.722	790.609	865.009	1451.591	739.921	835.781	787.864	626.766	767.878	586.095	708.776	616.543	693.403	558.459	771.310	981.828	2568.747	632.357	685.289	751.082	728.710	678.260	606.722	670.318	522.025	911.464	843.742	665.610	929.534	833.853	566.210	717.903	804.618	662.647	892.060	623.629	511.501	486.102	720.066	916.394	635.713	909.740	2279.255	538.688	3689.591	508.015	1338.152	795.580	1365.463	1216.170	1462.245	1162.318	1235.190	1449.721	684.244	1565.812	348.720	385.103	396.801	504.990	577.776	667.697	612.407	714.186	445.872	705.215	1540.216	846.743	545.074
2	608.210	530.201	427.025	821.499	601.968	596.869	603.915	529.291	565.658	478.314	1279.696	504.278	881.528	446.041	639.610	544.597	766.935	860.443	754.256	1350.957	819.282	793.706	735.043	699.846	762.477	542.291	655.842	605.416	586.874	541.335	817.062	905.065	2415.043	545.529	616.535	770.994	699.927	681.898	523.256	631.016	560.876	892.813	663.269	627.580	898.912	797.499	550.111	742.028	698.900	731.632	873.397	614.255	495.258	418.970	804.693	844.216	617.418	959.798	2057.007	568.667	3769.382	541.264	1304.613	739.699	1646.122	1347.683	1243.259	979.972	1166.024	1268.025	617.483	1512.622	303.920	395.992	359.435	494.416	568.493	695.842	645.591	607.203	477.183	698.219	1501.317	838.107	572.695
3	642.508	570.761	452.966	804.431	565.480	506.484	577.127	502.360	515.745	581.763	1167.297	467.872	744.598	436.291	661.110	525.966	848.990	766.247	769.507	1348.840	867.350	824.685	825.230	690.556	680.395	584.079	712.181	605.945	726.104	541.201	838.894	1014.662	2301.849	580.877	655.811	753.542	662.417	673.451	503.575	517.788	590.358	879.080	700.916	640.158	978.725	732.625	501.725	757.390	683.047	719.290	806.512	648.622	479.116	509.067	692.833	897.234	606.958	930.316	2226.343	591.277	3491.581	496.402	1369.688	778.023	1637.459	1351.175	1420.381	1057.566	1292.307	1237.941	663.250	1509.352	349.207	394.455	371.805	516.370	523.099	694.808	579.989	651.606	518.626	611.794	1312.123	789.124	543.543
4	582.987	605.619	409.392	869.592	548.503	621.069	577.995	553.543	534.578	472.924	1182.695	427.706	814.681	435.801	681.591	511.602	790.942	906.391	740.278	1333.020	776.489	863.459	778.906	556.185	716.583	578.670	633.286	602.470	628.312	559.003	687.971	934.527	2287.623	586.010	699.497	752.237	645.817	570.837	442.820	534.947	528.596	882.799	735.984	573.622	955.376	747.855	502.980	645.683	786.817	703.556	753.518	699.497	476.365	455.951	742.741	839.165	599.059	928.672	2232.020	504.995	3791.124	488.254	1177.043	815.220	1666.241	1368.540	1193.936	983.726	1184.217	1263.033	596.056	1503.616	337.654	382.237	359.717	467.529	564.355	806.064	587.996	647.070	432.241	627.010	1343.322	796.507	609.234
5	613.097	527.433	411.812	826.536	534.844	551.778	608.124	497.073	514.518	510.283	999.221	445.086	742.760	434.742	736.683	490.468	766.056	849.509	715.427	1284.271	811.425	737.803	762.414	611.663	749.529	514.954	662.109	621.972	747.155	479.953	826.618	882.213	2366.153	625.765	701.069	688.127	678.140	666.730	500.600	550.541	493.952	888.941	781.910	643.678	1019.727	623.409	575.935	759.349	738.130	646.877	772.247	628.965	505.783	504.051	720.405	819.201	573.876	932.245	2312.388	532.176	3627.497	502.282	1215.353	719.989	1541.099	1227.925	1249.883	1054.039	1156.252	1100.322	671.978	1542.301	300.643	374.101	356.513	497.533	519.723	741.197	631.115	682.209	497.922	656.538	1099.902	766.854	588.410
6	571.618	581.729	434.085	787.515	500.370	523.337	573.156	569.819	552.951	514.140	998.076	452.709	721.314	455.993	629.298	509.940	763.873	843.297	755.274	1172.894	766.516	731.800	742.764	610.411	719.337	548.426	644.817	606.625	594.539	536.844	728.262	921.297	2164.450	566.567	668.091	708.758	624.630	630.919	513.614	536.733	580.400	859.398	836.807	654.000	843.157	694.702	574.090	723.049	661.088	708.924	760.690	640.096	547.478	475.806	755.023	811.467	560.418	860.914	2187.950	579.139	3545.515	475.133	1358.660	654.009	1349.884	1182.494	1068.890	924.702	1225.850	1238.053	677.578	1542.023	299.819	342.065	396.181	498.519	514.067	748.402	660.934	695.133	505.161	609.448	1114.880	780.607	553.999
7	599.361	508.669	421.965	844.883	581.327	586.957	634.608	481.590	524.325	557.198	901.172	456.905	661.580	458.623	701.139	489.207	737.390	838.542	666.158	1224.932	759.742	769.931	719.598	648.209	658.902	583.478	691.143	659.330	628.495	530.728	748.133	972.407	2203.527	620.070	688.003	736.266	611.110	542.386	469.210	584.127	529.294	769.097	786.954	560.848	927.912	697.804	511.087	757.615	673.226	594.435	737.249	655.201	517.773	439.292	781.092	749.524	553.812	862.568	2249.635	567.693	3638.268	475.724	1189.286	732.778	1472.864	1032.361	1333.266	1044.650	1246.626	1359.744	676.017	1489.654	299.050	427.273	351.419	486.414	463.789	722.477	566.391	694.476	496.761	660.815	1176.030	790.550	572.452
8	622.752	551.104	465.366	834.886	541.313	603.764	611.146	596.845	526.302	484.905	891.617	433.605	720.223	441.090	701.159	478.460	841.923	709.930	674.021	1102.867	739.797	763.291	723.491	670.503	733.644	573.680	674.829	606.065	650.314	544.627	846.302	885.061	2220.933	583.249	723.035	766.020	672.730	584.454	453.831	506.053	560.927	859.837	744.766	600.276	873.760	709.005	483.185	682.231	703.946	588.706	848.466	682.356	484.617	442.315	754.300	811.704	595.453	869.873	2171.153	530.105	3564.022	478.308	1119.022	720.310	1578.752	1145.826	1120.333	916.086	1264.061	1309.404	729.594	1554.380	314.167	375.719	369.435	478.700	571.324	717.515	562.667	664.772	497.446	623.199	1008.653	793.557	515.668
9	593.132	574.303	402.831	766.824	483.301	516.537	608.156	487.683	509.368	476.673	840.911	485.698	738.230	429.083	734.080	525.196	794.706	844.783	670.218	1065.315	748.935	786.778	733.123	614.187	731.710	539.905	699.293	620.586	606.326	538.876	837.258	967.945	2172.957	529.037	726.645	655.078	603.320	618.330	455.307	518.812	594.017	892.315	789.793	593.838	797.296	642.907	444.702	685.976	644.219	662.464	812.096	653.995	496.204	445.769	672.904	752.083	540.460	856.761	2193.513	528.340	3456.140	479.908	1195.368	667.816	1232.323	1007.286	1096.124	979.395	1308.895	1290.957	684.386	1499.103	326.404	394.300	391.040	486.971	505.886	792.410	544.389	720.517	458.714	684.972	1168.661	754.867	564.355
10	553.333	562.160	383.952	753.539	488.810	557.420	552.153	564.977	521.886	559.131	821.184	424.570	662.753	435.749	697.076	435.668	719.152	804.923	712.863	1004.091	741.455	741.598	680.739	674.107	717.908	545.385	709.446	606.824	643.316	464.595	762.570	936.715	2070.657	594.975	616.513	703.938	672.520	590.675	523.986	557.519	478.880	873.100	697.326	511.782	914.780	644.855	509.125	657.734	671.935	645.400	757.921	729.245	544.397	468.465	729.380	787.933	604.016	898.432	2257.487	546.718	3665.967	470.249	1191.515	643.329	1814.721	1087.956	1003.470	964.447	1236.165	1161.979	670.428	1498.687	326.698	368.613	337.014	477.000	463.656	743.286	573.254	696.422	454.117	642.465	1098.902	812.623	558.906
11	549.511	540.691	408.875	780.791	517.693	597.148	540.410	517.736	476.627	503.355	895.726	439.320	622.375	411.677	663.459	448.811	666.958	736.547	656.972	1023.197	745.330	729.281	824.695	638.439	751.444	488.471	738.479	643.571	511.756	543.817	838.859	864.548	1964.898	625.477	597.660	724.992	592.945	638.174	620.973	548.509	523.269	810.585	782.177	598.826	754.270	667.528	499.280	663.239	718.645	619.466	832.214	592.453	515.352	508.875	763.220	803.943	665.371	871.287	2169.778	503.865	3657.273	519.810	1128.296	636.750	1734.616	976.617	1025.766	1017.577	1287.331	1266.299	580.939	1542.309	325.233	354.719	375.671	517.421	485.138	712.831	593.602	632.048	461.066	643.481	911.145	767.821	549.768
12	540.535	512.072	414.143	791.648	559.706	579.251	600.825	472.546	559.947	478.924	679.861	463.333	639.319	427.821	702.817	483.633	821.438	754.992	651.809	943.006	742.662	716.787	674.538	632.754	712.779	565.983	656.404	652.703	614.657	486.716	749.636	933.465	1960.749	566.578	626.679	706.923	586.172	583.575	502.807	545.265	533.619	883.453	738.910	642.058	849.723	651.679	484.705	629.683	719.562	633.758	762.597	620.594	501.198	508.928	779.588	754.081	574.340	866.865	2105.028	536.397	3741.307	475.000	1120.244	569.009	1539.068	970.190	1057.594	919.626	1233.818	1233.955	588.867	1501.812	308.387	345.982	356.728	475.897	506.870	663.626	552.092	718.256	457.189	639.383	1074.885	774.459	539.981
13	605.513	520.941	433.839	780.458	540.457	559.878	598.302	517.401	520.662	530.184	654.397	499.319	716.300	450.037	623.707	473.802	728.758	823.625	607.244	1002.107	780.571	708.992	675.328	516.265	655.675	560.917	687.535	639.343	611.370	549.546	775.844	905.770	1814.824	574.118	677.698	709.260	569.883	572.289	449.837	476.298	568.056	891.564	743.753	686.770	828.836	604.867	490.711	642.106	701.754	680.778	784.814	573.520	491.965	428.537	710.812	861.991	546.429	893.222	2201.108	547.664	3527.770	469.458	1047.901	585.611	1382.476	862.096	1107.257	1049.462	1280.744	1215.959	602.025	1507.167	313.541	366.381	389.298	462.772	521.189	729.246	594.845	751.133	448.553	603.783	1004.820	815.148	571.322
14	584.642	502.076	406.206	780.258	556.922	542.878	627.262	491.685	614.433	540.003	717.392	434.119	689.427	425.430	714.570	457.702	815.317	720.592	630.516	885.597	813.578	701.029	661.860	630.955	706.578	575.265	650.558	639.362	606.437	508.480	778.484	943.701	1886.045	565.109	651.022	688.545	583.985	578.439	500.353	549.507	544.770	835.723	684.769	554.120	859.852	696.835	509.756	686.203	631.594	668.197	862.014	658.938	508.075	465.424	783.776	785.196	507.819	875.001	2114.054	558.778	3558.277	450.260	1000.346	622.083	1774.262	887.758	959.755	811.879	1193.814	1228.588	530.583	1512.796	316.098	362.662	365.960	471.533	536.945	707.124	591.806	695.305	498.755	616.133	1043.339	746.725	562.751
15	586.818	465.649	413.986	747.476	495.044	542.957	612.979	495.976	526.999	518.444	682.128	415.092	681.578	409.511	594.841	543.384	758.875	819.777	663.115	882.662	786.908	693.799	663.398	539.004	804.141	571.168	682.143	606.378	603.184	506.571	810.507	988.692	1863.734	614.833	713.884	683.811	489.573	585.456	587.146	518.560	508.232	813.768	924.071	643.204	667.674	610.693	452.662	630.271	741.202	633.563	846.778	614.926	483.962	475.185	722.950	730.754	593.390	850.645	2350.173	548.516	3681.307	481.139	1069.069	579.531	1504.473	864.424	939.606	916.786	1163.209	1265.289	610.522	1470.444	308.622	370.781	386.037	475.697	571.718	763.650	580.507	692.367	472.780	615.652	935.374	744.263	562.440
16	604.132	550.354	385.819	796.471	525.268	505.869	621.455	499.289	533.343	494.058	799.109	418.830	682.957	413.079	705.826	470.439	729.741	746.080	656.445	867.944	707.529	657.582	728.424	668.166	733.351	541.486	683.133	637.780	607.155	530.770	720.000	925.997	1835.005	574.281	644.189	721.580	535.045	590.388	433.147	500.505	521.447	911.429	759.361	654.730	798.023	634.707	532.294	638.856	643.430	698.977	721.586	618.701	480.603	473.674	697.018	779.182	550.160	875.437	2165.786	547.525	3615.946	446.851	892.405	632.433	1433.667	904.679	862.550	863.454	1273.092	1354.939	670.392	1529.348	286.204	330.484	343.755	461.819	515.659	734.489	578.498	683.293	450.695	577.643	934.811	794.182	550.968
17	537.172	545.324	365.489	824.750	510.135	599.215	606.286	501.467	566.775	469.094	648.669	447.913	671.106	429.350	626.690	534.384	771.962	757.502	624.709	791.276	738.995	720.096	731.076	613.616	662.055	604.430	756.943	616.607	551.886	510.871	792.896	950.314	1874.908	510.635	648.393	723.231	604.077	662.625	496.268	519.484	523.516	837.810	760.220	678.604	899.004	693.027	532.492	580.388	749.830	644.207	749.331	622.777	498.376	492.264	710.895	760.009	563.254	836.601	2150.184	544.377	3511.033	455.393	931.743	622.479	1433.224	803.669	955.681	1039.702	1218.195	1356.004	584.169	1504.227	300.841	416.275	342.072	470.863	536.329	714.442	573.789	697.769	421.173	630.612	942.098	787.701	554.667
18	563.568	543.447	414.178	888.107	479.883	540.425	608.108	496.724	541.263	462.902	666.565	438.969	654.548	417.429	704.099	503.255	842.228	800.089	624.398	776.123	771.714	703.494	698.641	662.513	646.305	577.993	661.501	659.810	553.155	566.657	779.936	890.222	1699.937	535.038	661.629	760.779	580.063	588.821	474.631	485.350	525.159	862.758	893.280	630.850	777.653	589.276	521.292	603.881	701.912	649.113	838.049	680.728	500.874	463.634	813.288	748.381	574.859	838.410	2252.364	524.868	3588.684	466.830	932.232	598.122	1294.037	897.532	981.413	976.069	1203.629	1296.631	598.758	1515.744	314.267	335.686	377.320	468.579	473.105	733.047	580.314	690.975	441.274	585.059	831.358	772.685	573.068
19	632.917	590.143	422.165	766.184	550.722	574.222	552.323	505.038	507.644	499.466	646.590	468.967	700.346	419.448	641.975	465.924	814.701	753.437	658.915	743.849	719.783	700.109	691.383	621.084	691.290	531.801	648.797	622.369	631.703	495.836	753.052	949.688	1675.160	617.575	617.038	717.058	537.780	612.716	459.273	519.354	587.412	830.187	731.397	577.532	799.638	661.722	508.575	603.737	739.170	614.489	804.781	576.856	513.740	513.741	781.950	791.785	479.071	827.563	2268.178	570.196	3675.597	419.455	874.822	561.764	1537.211	733.773	894.266	925.294	1207.565	1258.412	621.533	1515.735	297.807	347.211	366.855	473.476	480.801	731.239	580.748	683.238	472.354	565.799	851.825	784.623	528.904
20	556.022	573.643	417.547	749.028	542.258	547.399	546.775	516.530	534.032	486.319	692.332	430.748	640.408	440.967	676.825	495.367	767.196	867.187	582.106	720.551	676.267	735.274	733.456	617.801	747.776	585.605	739.327	647.922	548.923	520.894	832.195	902.922	1548.829	539.469	690.909	767.793	539.572	593.084	491.771	510.340	524.938	950.595	831.103	621.966	862.787	616.332	524.173	634.513	726.574	641.770	721.277	593.294	498.081	466.356	759.723	794.309	599.671	862.002	2317.829	532.437	3482.249	465.282	811.818	473.595	1324.299	877.364	951.761	934.728	1102.562	1253.744	579.800	1504.088	313.574	360.982	349.455	476.108	491.322	693.592	530.096	649.034	430.426	637.802	694.440	795.243	521.394
21	560.752	510.864	372.408	794.705	488.644	572.706	636.791	486.731	527.973	468.531	635.163	409.350	602.365	432.892	667.148	445.244	734.451	774.612	577.408	681.545	665.027	678.895	687.661	562.341	694.127	561.849	688.819	615.799	613.911	582.353	717.848	876.982	1479.628	572.782	639.664	745.493	552.065	574.433	463.807	516.812	511.358	903.567	816.111	651.014	799.058	613.903	459.249	580.495	635.943	698.540	703.351	593.695	539.627	472.157	712.568	756.966	575.559	817.340	2290.120	579.042	3566.884	493.662	849.009	538.641	1636.214	808.174	815.477	976.309	1255.454	1356.293	654.369	1494.162	293.661	368.858	343.670	466.135	526.415	725.408	552.422	705.863	442.574	575.561	845.350	791.222	540.687
22	565.283	495.306	393.635	733.819	451.261	504.867	510.839	508.340	478.979	538.889	651.837	373.717	698.893	411.268	660.269	483.921	801.933	737.255	554.164	703.284	734.151	701.223	627.838	572.172	768.392	540.129	665.795	629.885	593.268	515.188	749.029	810.150	1456.443	507.734	656.940	641.123	536.132	591.126	499.161	533.445	557.737	912.221	739.560	575.870	691.300	664.709	541.561	580.575	667.213	677.575	696.033	577.240	485.022	427.394	737.918	786.446	566.500	837.650	2045.501	550.923	3425.135	504.868	804.175	521.028	1559.187	764.237	883.858	909.633	1166.539	1283.773	556.925	1443.562	320.107	363.806	385.288	481.677	535.139	665.639	519.680	660.195	510.514	657.767	792.883	797.945	519.558
23	525.465	496.865	407.026	744.088	530.399	654.642	611.667	496.495	502.905	510.605	696.426	419.116	643.305	407.730	720.463	478.399	691.340	792.585	588.924	614.710	762.644	662.633	636.138	597.074	734.265	565.039	652.320	630.676	594.186	549.218	649.065	841.701	1396.278	588.629	604.560	720.719	546.315	570.919	497.192	469.107	526.416	832.332	795.109	567.568	769.508	603.036	482.090	644.722	669.239	641.540	884.964	623.102	472.708	463.525	759.897	705.670	532.920	857.577	2157.354	536.083	3500.615	444.163	781.792	533.080	1670.551	694.944	805.823	851.315	1338.852	1320.057	641.286	1480.935	329.861	368.178	362.058	488.599	524.908	636.517	556.948	657.550	463.955	567.017	736.760	812.355	507.195
24	540.447	539.817	340.614	788.974	485.894	534.325	532.913	500.724	491.141	530.985	641.160	458.145	642.222	424.826	610.417	500.236	765.382	915.537	582.231	601.591	714.473	609.981	568.875	553.877	721.210	534.067	652.999	588.480	578.947	483.040	746.595	889.329	1409.781	518.909	699.899	693.439	550.983	534.546	570.712	522.769	528.886	884.125	813.617	594.842	682.215	605.761	472.292	660.985	666.635	640.002	687.641	626.364	549.236	447.097	717.140	769.537	577.974	865.432	2086.671	600.297	3539.656	475.374	779.810	535.257	1576.456	740.955	782.140	888.259	1266.105	1366.211	570.072	1486.622	295.000	369.354	348.303	483.574	473.308	667.263	565.826	703.660	413.409	623.051	738.145	886.336	542.468
25	531.016	520.372	397.724	662.890	488.633	525.315	593.347	545.231	591.465	484.166	583.375	448.766	657.401	435.334	692.118	455.596	779.248	744.512	604.619	664.257	628.782	622.742	652.552	596.984	646.307	556.803	661.356	599.036	641.246	521.569	786.925	907.151	1409.352	543.778	712.277	711.833	558.307	526.761	482.081	538.527	519.549	826.346	774.149	565.454	797.751	602.959	502.484	594.325	654.398	721.501	713.710	621.928	529.298	455.558	786.192	804.578	580.179	867.419	2215.034	540.895	3529.540	451.540	864.087	573.760	1370.415	758.930	837.743	812.711	1151.545	1295.836	676.769	1497.595	317.567	378.715	358.396	484.225	528.487	614.070	552.548	629.401	449.018	601.603	631.656	800.263	520.872
26	497.234	569.114	451.702	716.206	528.813	546.284	647.635	512.849	497.388	516.100	613.256	393.461	645.680	439.433	628.032	518.046	799.681	736.907	621.450	647.840	734.217	599.956	660.777	587.078	666.349	529.583	643.246	602.743	606.582	555.230	737.771	840.927	1364.904	562.349	651.742	674.426	597.492	559.800	476.795	492.647	536.758	869.848	714.299	649.814	804.744	634.745	496.252	591.346	672.752	625.103	850.186	563.181	491.027	490.167	767.130	844.026	541.875	873.906	2161.023	553.069	3513.674	479.132	767.414	542.641	1565.439	647.142	737.700	928.752	1218.005	1281.961	511.192	1508.996	300.511	328.156	341.664	456.770	521.294	659.748	550.655	632.364	449.025	621.858	671.033	836.124	536.556
27	553.285	525.716	392.486	716.661	585.296	605.287	543.717	480.029	545.703	508.795	604.642	423.636	616.346	413.742	712.734	484.826	688.474	837.641	650.584	656.042	673.749	691.293	750.570	577.967	700.866	484.176	688.786	604.228	640.486	548.526	728.262	905.830	1384.035	582.580	711.450	753.515	594.263	584.268	471.578	524.474	526.431	889.464	733.212	624.068	818.032	633.743	511.896	574.088	680.600	622.657	786.934	573.827	491.587	409.331	758.176	781.180	560.211	881.661	2058.561	539.713	3413.361	458.342	805.333	538.341	1490.799	750.569	770.477	923.844	1077.970	1346.820	584.486	1511.746	317.620	401.708	365.342	445.863	503.562	764.605	522.822	660.223	506.385	598.101	610.617	826.757	525.438
28	595.086	538.518	375.066	709.992	513.837	569.377	536.315	504.792	467.824	457.224	635.812	417.506	607.130	434.128	641.640	460.084	766.946	794.601	602.035	584.024	786.017	660.056	641.563	663.817	656.995	520.699	671.043	583.307	610.986	488.410	759.817	867.019	1216.621	504.974	584.094	631.556	529.330	571.379	481.473	523.412	534.549	904.495	740.457	627.882	781.466	629.212	443.430	602.133	625.855	645.096	756.307	598.272	462.241	460.410	665.792	762.730	516.798	879.347	2143.484	521.474	3259.663	447.053	671.097	532.474	1381.105	767.919	773.993	894.160	1188.001	1306.012	554.508	1437.746	296.424	387.237	353.970	451.684	486.922	730.284	552.689	603.368	474.037	566.752	690.760	821.143	544.729
29	570.497	461.327	385.697	723.890	486.885	524.203	668.571	494.357	530.676	475.450	638.236	412.669	611.046	448.154	726.675	470.059	707.303	779.242	600.670	619.722	736.290	657.638	685.217	558.665	698.776	537.405	637.026	540.116	528.304	496.093	661.441	870.724	1311.951	518.153	589.462	754.895	540.728	553.968	515.661	551.488	589.721	783.976	821.046	621.686	785.543	609.741	477.462	577.760	663.141	652.423	776.038	667.126	460.957	479.366	744.332	744.464	527.638	822.535	2103.324	537.796	3461.307	402.806	784.327	540.229	1388.337	712.261	843.931	937.732	1146.464	1229.838	548.400	1475.290	320.733	335.053	341.839	459.742	458.435	666.786	568.470	635.567	466.981	639.124	631.814	760.094	547.822
30	560.484	533.182	407.573	795.303	536.216	550.091	562.762	547.913	499.943	468.393	697.984	431.380	602.858	455.764	705.858	467.330	769.818	789.134	572.453	616.122	795.531	676.703	606.407	598.000	673.709	553.575	713.501	634.921	520.012	499.824	778.141	835.647	1212.440	550.160	638.255	723.880	588.150	551.861	531.676	549.586	501.420	778.758	781.277	632.778	806.088	679.982	441.128	590.099	615.849	660.723	819.447	586.456	471.864	537.759	765.259	743.322	567.648	824.985	2134.935	525.252	3480.825	462.705	773.714	538.552	1715.830	819.122	873.399	951.384	1071.827	1448.906	562.842	1468.066	340.198	396.387	369.732	466.744	494.194	737.077	561.083	643.608	418.819	606.313	642.322	834.274	546.079
31	589.783	521.760	384.719	787.839	517.523	553.941	551.045	445.724	464.662	498.243	629.677	448.808	668.703	402.406	596.202	495.432	836.965	761.185	572.889	567.223	647.381	729.285	721.847	547.756	714.356	541.720	697.773	631.891	575.251	497.170	706.680	943.175	1167.858	555.196	615.415	728.378	560.100	596.811	465.092	509.431	571.702	903.661	840.584	611.514	743.062	649.221	491.496	622.922	683.359	595.904	746.956	599.297	499.632	516.162	744.796	744.482	561.631	826.004	2062.295	570.446	3451.668	459.647	754.548	532.356	1458.741	710.100	761.787	892.801	1063.315	1175.008	595.119	1529.635	305.100	356.802	341.416	503.757	502.283	666.331	527.176	631.857	449.362	571.540	587.481	773.778	490.280
32	571.661	490.312	398.987	786.961	489.771	616.775	611.526	491.538	499.036	512.290	632.908	423.725	610.116	400.433	702.346	497.365	742.524	788.399	603.975	558.825	729.219	601.335	614.770	551.047	634.478	579.423	597.658	582.370	570.957	532.276	701.191	881.748	1159.387	584.339	641.069	650.129	582.440	602.721	516.847	541.800	563.300	880.273	794.019	657.064	772.173	622.986	500.597	587.216	678.108	539.250	707.041	705.279	474.595	481.519	777.494	734.205	565.301	906.240	2282.758	534.312	3310.687	436.203	615.342	478.334	1346.109	711.557	746.924	897.905	1198.502	1301.900	545.125	1454.416	322.074	324.235	380.388	467.785	460.272	676.383	527.363	683.990	428.747	572.413	555.440	806.967	545.020
33	672.699	486.694	416.092	770.134	505.301	528.160	517.709	494.982	488.659	478.779	682.486	451.377	637.205	409.652	631.635	463.583	680.589	835.528	621.756	622.094	742.805	683.927	654.873	557.209	679.021	558.565	606.457	603.739	576.920	513.716	674.753	884.603	1129.865	552.878	676.635	765.429	569.542	549.805	485.927	533.753	582.077	941.253	796.402	594.720	780.679	632.099	452.810	631.325	692.805	600.922	757.553	632.851	515.029	479.102	753.682	739.710	509.181	836.561	2215.286	545.951	3302.034	452.682	684.099	531.213	1472.840	737.834	711.326	795.069	1117.227	1219.734	606.114	1438.676	294.435	353.968	379.904	450.581	531.977	651.406	502.480	639.669	445.920	529.044	665.702	842.884	505.498
34	618.545	528.141	390.604	778.890	492.721	548.332	582.421	509.753	547.066	472.985	717.258	446.345	638.085	438.966	684.659	524.616	786.749	808.654	643.798	514.718	643.289	694.348	628.386	653.220	671.064	556.991	703.909	584.220	534.763	488.310	762.006	876.588	1157.453	501.198	682.450	705.981	511.290	497.907	491.290	530.029	524.700	858.221	827.804	633.912	741.709	631.835	422.040	639.172	672.591	686.649	759.068	596.933	505.545	467.556	692.826	755.590	540.227	866.674	2211.619	553.635	3368.344	473.969	684.431	510.771	1456.956	623.762	671.562	752.901	1089.549	1144.195	589.172	1512.284	298.259	365.605	390.693	453.927	516.618	685.534	565.437	618.024	433.914	579.598	615.273	795.274	523.524
35	574.260	570.981	408.923	762.508	553.618	593.604	494.312	500.726	487.170	478.355	657.392	425.161	607.269	401.735	602.150	483.909	792.992	825.370	597.015	573.647	721.492	644.538	699.497	558.302	700.283	527.831	661.523	599.790	600.908	502.437	804.491	923.730	1252.037	509.588	714.359	676.562	540.812	567.337	481.793	563.749	568.809	908.453	725.905	629.056	848.554	633.910	474.926	677.011	703.835	625.704	703.677	639.681	526.474	473.493	698.227	722.862	557.134	827.541	2074.428	513.249	3445.565	424.660	628.740	532.666	1582.810	707.647	759.716	883.868	1178.576	1308.951	624.950	1436.656	327.404	365.257	359.823	493.398	472.495	717.077	619.787	625.284	456.276	530.795	604.178	720.740	491.793
36	552.409	571.206	369.404	778.014	549.563	574.969	578.005	496.201	483.219	470.098	629.627	417.286	589.911	439.177	605.627	510.463	759.543	802.153	535.428	543.474	723.833	714.401	718.640	618.881	691.541	539.175	674.044	596.626	475.913	500.358	744.289	846.016	1041.947	600.172	701.686	735.350	596.490	524.802	516.283	526.060	554.749	844.737	797.622	597.044	686.862	682.759	402.978	563.231	638.224	616.476	793.088	641.445	495.174	517.329	785.677	717.154	559.399	896.011	2062.749	593.877	3288.595	482.929	686.888	577.054	1468.061	673.044	673.580	802.367	1052.583	1301.023	672.803	1441.678	306.304	342.257	344.868	488.850	524.213	709.712	558.111	620.511	507.868	644.757	554.549	802.829	545.485
37	556.489	546.703	407.423	795.014	526.715	508.781	489.918	525.978	492.679	467.719	602.927	438.522	615.278	400.465	621.709	508.200	753.539	778.099	556.580	590.326	689.373	702.454	679.367	534.680	743.687	520.275	709.399	606.458	560.075	512.182	649.389	870.965	1127.745	517.743	668.031	677.729	584.043	566.825	521.366	528.352	522.967	971.176	738.136	615.992	695.536	659.237	484.011	611.307	668.065	621.435	762.948	636.468	479.486	479.544	739.346	713.537	537.239	875.900	2141.217	495.630	3340.978	524.211	628.060	470.935	1458.534	721.676	809.929	934.276	1129.650	1159.072	660.794	1478.693	303.002	375.723	367.330	472.564	479.592	668.827	504.619	714.349	437.807	615.942	649.429	796.582	539.287
38	524.715	552.782	408.546	752.372	556.865	566.509	541.368	506.213	463.121	543.235	575.513	405.945	624.129	426.079	718.860	485.193	830.338	805.525	561.374	564.971	691.469	724.345	673.005	681.238	690.993	540.115	650.807	591.009	500.036	488.978	758.578	814.765	939.792	548.320	725.434	663.313	555.402	531.702	455.424	518.623	508.033	875.066	868.155	633.846	761.492	636.118	468.071	581.487	704.341	645.904	680.926	597.460	481.268	497.632	700.458	737.865	525.930	873.973	2229.061	522.635	3325.226	487.053	607.015	472.502	1399.197	663.938	754.447	839.058	1032.069	1267.471	616.261	1472.667	268.013	328.992	380.530	449.636	493.931	690.034	541.124	642.052	437.385	539.012	599.771	786.365	552.449
