 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85
759	1525.183	1090.318	1140.128	1552.260	1153.830	885.145	1339.497	917.143	1084.928	1141.252	2234.468	1216.330	3219.376	841.800	1387.344	626.306	852.871	1368.723	3383.063	1482.386	3012.968	2744.834	2518.429	2346.520	956.846	1094.931	1233.726	1371.913	1803.985	1434.875	2657.906	2157.717	2452.934	949.400	1181.236	2376.036	2335.252	1152.546	852.002	1482.933	863.006	1438.612	1194.421	1050.740	3784.986	2002.408	1685.365	1576.029	1252.701	890.240	1119.592	992.510	868.485	1035.907	1092.355	2160.569	1054.488	1286.718	3265.460	827.058	1381.805	1584.536	1839.256	975.341	4863.466	1568.681	2232.452	3102.991	2451.698	2298.111	1613.631	3146.248	785.057	638.427	579.190	906.639	819.243	1584.244	1745.224	1023.760	594.665	1689.435	1181.112	1633.507	792.122
760	1463.971	1036.202	1133.639	1515.260	1126.288	831.664	1413.921	951.232	1014.690	1195.125	2164.544	1196.777	3295.506	859.988	1463.131	542.847	892.234	1072.818	3539.531	1386.441	3176.536	2692.473	2394.812	2417.310	837.465	1019.925	983.172	1497.274	1737.010	1493.859	2583.568	2210.873	2470.927	910.821	1109.522	2239.185	2100.027	1190.012	844.292	1337.082	826.731	1296.993	1112.647	1031.154	3914.566	2130.346	1538.536	1636.055	1240.597	866.405	967.151	795.176	863.027	939.782	1017.771	1980.967	1010.803	1348.038	3148.769	712.087	1393.901	1634.949	1759.329	973.000	4909.667	1409.516	2567.470	3103.430	2546.094	2309.213	1494.364	3193.855	702.768	665.083	559.259	973.419	880.480	1761.201	1665.284	938.272	623.504	1698.066	975.896	1612.147	821.246
761	1398.766	930.865	1015.574	1309.487	1052.980	711.329	1280.706	733.359	891.342	1177.550	2017.565	903.386	2745.214	833.314	1231.282	606.565	888.727	1163.051	3550.374	1456.231	2392.503	2359.441	2087.693	2185.234	878.497	940.105	1064.516	1259.437	1316.157	1259.408	2046.507	1924.061	2258.260	899.991	948.145	2052.033	1775.800	1012.574	773.214	1119.060	723.892	1170.277	913.519	852.430	3590.822	1572.788	1365.275	1367.818	1158.175	934.435	1004.808	785.461	728.496	815.028	971.364	1788.770	889.181	1157.460	3131.061	742.526	1324.728	1336.608	1963.197	934.700	4370.258	1348.709	2467.259	2594.644	2019.094	1911.682	1504.614	2998.514	769.024	625.514	510.216	912.008	771.232	1390.635	1533.911	921.888	600.938	1482.072	998.128	1385.431	798.505
762	1343.637	847.174	975.347	1312.631	983.844	711.148	1224.847	769.629	931.745	990.021	1966.880	970.612	2766.617	725.504	1234.384	601.771	929.205	1012.746	3490.454	1293.557	2535.754	2100.817	2031.004	1668.306	840.625	888.079	927.676	1140.023	1310.512	1330.098	1966.630	2006.856	2137.680	837.603	921.736	1861.896	1860.425	1060.446	698.734	1022.831	671.781	1120.277	1144.231	807.994	3626.831	1438.284	1344.530	1224.122	1092.461	803.659	951.773	932.158	718.565	727.891	1049.007	1688.805	923.064	1195.012	3087.357	704.641	1393.606	1315.493	2161.911	886.867	4136.163	1343.829	2413.801	2354.708	2221.394	2013.930	1065.431	3070.435	591.869	522.504	518.992	812.949	661.124	1373.795	1361.944	860.625	568.300	1501.696	1106.776	1202.137	666.871
763	1045.441	751.067	789.923	1194.984	906.359	702.728	973.397	676.092	778.343	857.931	1880.881	786.881	2230.973	563.456	1046.678	612.904	836.420	940.896	3285.959	1325.533	1957.908	1657.580	1695.136	1590.686	861.900	817.366	861.704	1040.833	1159.135	933.849	1678.040	1652.709	2076.995	763.122	811.390	1605.037	1419.063	955.319	651.331	1014.088	715.967	943.221	1098.399	825.296	2800.166	1282.232	1124.648	1225.026	1050.286	808.335	879.162	766.560	732.657	715.176	907.680	1342.925	738.017	1015.964	3012.514	684.981	1357.761	1019.061	1737.448	901.412	3438.901	1155.412	2450.083	2034.095	1841.153	1573.273	1238.550	2894.933	571.715	557.538	487.685	687.116	743.455	1141.936	1327.270	804.427	518.156	1377.923	941.098	1149.346	735.112
764	1063.486	743.675	802.815	1134.572	792.075	642.788	1018.164	631.168	803.577	891.781	1507.365	877.612	2166.185	520.535	1025.812	580.384	874.927	855.332	3012.971	1315.450	1719.622	1673.856	1432.405	1432.645	813.837	820.663	880.364	953.782	1257.280	888.717	1762.827	1673.690	1932.798	679.768	840.588	1414.511	1346.540	891.633	663.546	871.064	696.901	869.426	894.965	741.616	2700.596	1081.400	1037.362	1230.256	1040.309	748.240	799.422	788.899	656.313	665.076	889.522	1376.410	743.211	975.775	3103.210	599.724	1430.000	899.565	2149.714	851.482	3508.973	1221.678	2337.993	2122.333	1805.460	1526.768	1114.544	2909.805	510.148	544.688	482.569	674.845	710.890	1138.568	1104.100	810.298	512.877	1253.325	1064.456	1090.419	644.944
765	935.576	661.329	697.981	1009.468	707.454	649.759	868.101	587.654	697.706	815.198	1366.103	590.227	1777.312	560.228	869.877	592.064	707.914	797.882	2859.539	1376.640	1588.385	1562.110	1254.119	1301.655	760.226	774.383	835.891	850.210	1037.473	864.735	1389.430	1345.105	1897.503	650.127	916.355	1296.408	1053.998	818.196	600.986	795.919	663.609	876.346	823.087	713.080	2292.256	1100.594	878.150	1044.885	946.995	853.041	846.000	696.495	605.308	643.891	903.892	1097.906	687.498	922.178	2827.278	616.136	1309.124	833.239	2025.249	873.810	2760.054	1015.654	2202.271	1671.659	1592.987	1331.453	933.375	2711.729	523.089	520.990	453.606	663.038	672.185	1041.729	932.045	789.046	503.420	1357.804	1100.309	993.802	693.648
766	982.492	620.789	644.062	1002.187	716.262	604.826	823.153	612.451	657.775	835.063	1286.492	743.528	1805.004	535.240	963.309	571.952	847.664	868.805	2663.473	1314.835	1457.559	1322.799	1238.294	1105.382	742.568	734.131	882.848	820.164	1038.541	758.187	1505.356	1477.494	1953.712	638.974	711.359	1134.845	1057.322	708.493	606.236	794.208	573.803	952.917	842.905	726.368	2166.998	931.352	798.570	1038.078	927.807	718.195	809.693	691.562	618.124	582.928	785.565	1037.628	706.000	947.550	2825.455	626.518	1331.257	808.044	1992.147	942.781	2601.428	1057.275	2164.603	1693.333	1481.315	1273.324	829.653	2748.743	447.130	565.899	412.306	597.809	602.654	1150.853	869.618	752.034	503.862	1293.077	1031.066	943.684	699.904
767	811.669	620.971	554.969	1023.232	634.571	560.153	792.915	584.969	623.976	632.669	1081.351	594.794	1427.592	478.139	871.342	519.048	779.950	768.351	2509.756	1282.968	1202.527	1301.469	1033.710	1085.628	698.771	756.192	796.243	821.305	943.536	703.849	1227.326	1277.800	1712.688	614.495	761.855	1048.367	998.165	760.911	504.519	658.836	622.553	702.900	832.489	664.622	1727.591	1007.386	779.921	1013.916	910.622	696.228	768.819	725.985	615.061	584.014	894.600	1040.980	669.397	818.547	2925.235	582.709	1309.513	758.791	2044.033	922.305	2438.211	979.349	2138.888	1588.598	1425.046	1273.176	813.600	2625.580	513.683	492.381	397.332	555.548	587.897	790.780	770.522	668.139	559.945	1301.759	920.740	885.349	699.803
768	809.218	613.449	608.668	1016.238	619.932	580.227	873.810	564.948	562.285	665.619	1068.359	561.523	1385.897	524.306	862.393	490.847	795.710	842.574	2149.849	1289.986	1296.282	1204.776	1048.406	1141.146	769.853	637.923	808.175	810.460	874.399	632.863	1307.170	1275.539	1728.717	582.260	807.330	978.606	927.802	731.368	559.234	660.848	656.691	775.969	793.421	654.252	1667.619	982.447	733.054	1037.804	847.091	672.721	839.907	719.716	616.756	534.479	861.197	1043.349	779.946	844.162	2929.819	598.524	1340.682	674.862	2069.364	924.559	2286.310	1035.317	2281.936	1408.968	1442.603	1226.539	753.308	2670.152	446.570	433.812	367.072	531.354	574.653	873.714	856.433	718.384	521.599	1200.136	1281.658	908.153	682.143
769	759.702	597.025	496.628	832.212	646.943	719.518	700.881	527.644	584.330	613.290	887.535	472.056	1143.139	511.699	809.962	518.585	729.898	750.354	2017.455	1339.094	1108.480	1197.990	854.946	1052.988	738.876	676.828	701.334	683.484	855.944	644.778	1414.921	1232.942	1635.049	580.257	710.289	1016.812	879.767	683.660	638.463	710.837	641.582	777.156	678.796	695.096	1528.123	837.706	575.008	1078.029	919.403	753.464	835.984	735.322	552.381	561.350	862.238	943.200	687.023	752.388	2857.585	603.729	1310.805	635.524	2120.141	823.056	2026.211	880.933	2110.195	1492.471	1349.748	1171.990	734.475	2603.156	373.824	492.385	398.263	562.909	586.792	785.761	732.655	617.790	508.554	1406.315	1072.803	767.467	676.025
770	685.438	533.414	521.934	958.722	596.741	566.719	726.360	573.319	645.982	570.697	929.510	500.636	1170.747	495.380	792.599	553.430	816.787	774.676	1828.493	1255.538	1050.894	1110.625	928.658	993.144	706.350	675.897	765.742	651.711	781.495	637.655	1127.967	1184.347	1681.872	594.246	783.991	930.241	799.970	663.425	568.012	685.180	646.280	919.176	818.193	610.614	1501.543	811.233	622.260	1026.326	844.653	657.979	928.290	669.492	573.931	502.278	833.940	927.607	602.997	760.918	2951.109	561.261	1352.215	600.019	2129.608	932.681	2204.163	890.388	2098.305	1278.043	1338.690	1119.924	721.478	2644.959	349.159	470.134	396.224	517.545	546.149	925.536	638.107	718.549	520.825	1225.037	1166.762	713.400	639.499
771	640.127	528.797	482.897	958.164	561.876	495.007	649.952	533.125	587.497	590.752	858.742	500.009	1050.119	497.145	878.632	597.024	789.651	826.175	1586.026	1303.204	1130.040	1038.955	802.681	915.595	719.660	653.687	699.732	756.299	718.855	610.308	1214.998	1187.610	1646.558	608.033	817.708	909.068	850.878	682.472	557.876	669.715	620.474	810.377	751.424	660.466	1261.764	800.479	605.025	979.700	834.917	655.255	860.655	649.857	593.455	514.118	759.295	888.574	641.838	781.728	2933.717	634.334	1337.505	532.619	1856.881	824.129	2119.259	932.272	1918.828	1284.613	1326.144	1057.736	715.603	2557.412	373.846	430.538	380.014	495.610	563.372	776.269	703.799	714.916	495.537	1183.951	1112.224	783.176	731.649
772	683.670	550.881	419.203	804.199	629.517	561.618	703.167	556.067	601.342	589.913	914.934	480.555	990.291	511.070	767.269	536.399	704.889	823.223	1480.373	1221.776	1153.729	1037.498	788.206	864.485	689.532	648.344	767.508	645.882	795.821	596.989	1213.840	1292.266	1780.100	577.416	739.141	896.243	698.328	679.567	603.141	555.378	642.563	782.875	751.285	653.234	1360.273	876.291	574.382	1074.006	774.979	664.088	844.016	721.666	565.300	496.363	878.048	912.988	576.016	771.223	3013.387	583.325	1219.605	596.072	1984.524	832.623	1970.490	969.599	1954.188	1218.754	1274.757	1076.721	684.908	2529.171	368.720	433.249	356.189	491.307	561.529	854.464	677.853	679.755	482.467	1196.607	1284.148	800.824	683.178
773	637.416	530.482	493.534	891.754	564.327	564.668	669.288	541.485	558.219	581.774	769.941	424.167	941.388	469.630	773.823	536.757	680.278	808.754	1372.917	1378.770	911.729	1044.437	885.615	849.544	705.265	616.547	685.844	647.963	722.582	579.198	1029.884	1201.002	1662.430	532.707	712.931	850.396	716.632	622.849	497.949	512.240	625.656	824.595	787.228	594.762	1253.026	811.596	544.592	1022.286	826.315	697.306	855.493	727.896	586.780	448.567	816.680	834.544	595.145	786.769	2852.001	569.141	1342.007	528.330	2078.178	857.472	1679.180	804.631	1948.674	1260.641	1290.022	1071.145	727.772	2691.700	338.733	463.565	374.621	493.356	545.909	758.573	646.899	639.779	493.613	1193.776	1220.582	695.284	672.617
774	719.338	569.763	437.363	868.954	574.468	499.776	643.389	573.128	518.548	505.362	697.372	428.209	899.855	461.457	659.497	615.088	733.946	780.000	1345.843	1290.292	1013.104	996.857	934.713	735.423	669.677	648.359	711.065	693.702	634.570	527.634	1147.241	1084.030	1738.861	596.858	619.311	826.804	711.535	668.107	531.075	611.988	589.056	730.308	745.630	578.548	1284.434	743.223	531.671	988.695	821.524	728.735	829.063	723.332	605.413	537.301	755.922	810.959	548.166	768.397	2743.704	538.363	1334.439	565.114	1986.336	886.983	1832.769	910.844	2071.046	1210.456	1391.971	1054.600	687.197	2485.278	310.311	414.984	387.227	496.334	529.347	795.397	656.958	691.676	530.737	1177.318	1391.713	742.520	680.151
775	675.968	527.713	378.566	894.563	562.916	525.773	661.516	512.908	488.981	616.829	665.555	394.655	805.226	423.519	735.962	503.262	796.910	724.104	1153.791	1360.257	956.143	939.540	686.982	890.368	629.946	644.380	659.518	615.134	650.780	512.781	1107.563	1079.338	1732.343	558.615	706.283	779.307	697.210	684.200	499.349	581.679	532.712	805.637	708.408	648.174	1200.714	741.614	559.476	948.101	794.054	636.353	781.362	743.589	511.496	480.764	755.494	850.396	608.164	737.082	2994.820	505.169	1237.780	522.364	1919.981	768.897	1490.156	876.037	2007.890	1238.702	1265.433	1076.180	577.025	2538.952	323.659	403.755	374.248	478.633	555.593	820.004	686.914	663.069	557.132	1262.084	1090.615	745.024	628.550
776	608.111	519.480	387.617	885.031	589.784	596.172	599.339	484.046	584.126	553.209	744.397	472.797	763.364	471.215	757.185	527.373	779.228	804.847	1030.261	1267.301	903.487	844.019	784.334	788.273	652.595	582.284	699.277	672.926	649.804	561.476	1028.156	1096.005	1616.638	524.387	699.620	746.324	657.208	602.490	484.766	545.856	578.327	779.225	826.560	566.768	1222.785	785.354	485.445	915.930	852.755	670.922	706.052	704.688	523.348	448.523	794.426	738.348	580.465	781.313	2854.673	572.474	1427.011	485.980	2063.526	892.426	1855.568	878.126	2121.984	1137.775	1250.992	1150.277	673.097	2576.851	344.028	418.923	389.826	583.494	573.912	756.998	656.010	627.228	521.434	1107.510	1329.077	715.541	650.392
777	530.075	506.862	419.822	854.332	536.041	458.864	608.336	500.461	489.913	563.585	637.117	394.186	767.320	491.945	743.094	540.573	717.649	807.687	1103.382	1254.431	987.429	871.235	740.369	815.361	654.481	607.948	642.138	589.590	699.614	487.845	1131.711	1169.220	1610.127	527.755	702.264	785.795	632.280	586.516	538.854	621.913	584.099	766.014	652.655	592.834	1065.884	730.298	429.468	887.654	794.670	624.275	698.742	646.198	529.911	467.086	898.270	789.585	656.969	758.706	2848.483	489.991	1285.808	496.886	2009.383	811.562	1719.854	790.534	2053.890	1000.680	1216.495	982.422	653.747	2579.645	318.344	427.785	401.170	504.860	572.319	728.141	594.196	653.630	471.251	1234.042	1332.820	711.354	656.955
778	610.791	470.474	381.262	793.215	551.192	528.176	693.005	515.946	609.258	535.823	691.445	424.553	778.992	447.892	627.844	554.799	747.119	733.249	1000.112	1190.734	1011.902	839.623	685.803	828.513	708.933	640.620	647.633	584.710	712.275	458.501	993.636	1057.748	1754.724	549.178	725.547	711.427	657.825	611.207	530.153	625.253	567.193	797.443	735.571	588.540	1093.735	727.092	499.009	1022.195	799.236	693.953	704.140	586.443	543.443	535.120	798.810	765.740	538.756	727.868	2704.683	498.243	1325.278	503.312	1844.723	796.984	1713.279	864.268	1982.021	1116.998	1264.976	924.850	584.556	2661.386	320.954	411.192	356.938	500.367	545.451	877.297	593.707	645.966	486.969	1133.965	1269.030	654.542	597.492
779	593.137	525.489	448.356	823.801	511.284	597.892	580.984	507.716	584.441	558.864	656.179	406.911	759.940	471.761	645.861	526.093	788.200	724.823	930.701	1147.902	961.452	939.524	673.924	723.752	653.327	591.838	710.396	594.507	641.152	464.345	1208.690	1086.545	1694.130	547.931	728.138	708.094	644.817	627.568	477.900	573.907	596.470	747.879	700.190	586.344	1013.120	675.533	509.201	950.825	837.210	668.437	766.819	688.948	553.144	527.079	770.293	774.634	554.944	725.850	2633.643	497.926	1343.673	480.409	1879.472	930.288	1735.078	798.670	1985.312	1232.318	1272.323	1016.801	684.069	2521.833	333.693	439.510	394.224	488.661	513.797	734.372	654.293	641.225	479.364	1218.290	1355.874	731.494	641.188
780	561.014	481.788	412.978	790.496	535.666	520.601	653.566	480.580	510.600	587.187	652.285	445.894	681.045	473.854	643.548	507.969	664.449	761.343	889.219	1265.618	856.417	776.396	723.157	804.893	717.408	599.578	723.258	574.845	709.918	444.428	1119.310	1118.302	1638.870	490.534	709.648	751.054	674.210	586.121	507.434	575.967	575.772	723.145	728.704	602.032	1002.150	691.819	507.872	912.451	805.767	625.908	743.233	660.654	561.167	442.729	860.954	781.262	586.852	767.891	2822.637	502.890	1434.812	500.175	2040.467	888.497	1799.714	757.446	1862.232	1107.965	1223.916	1029.684	663.386	2463.804	309.430	372.648	395.379	473.705	551.183	755.733	591.447	688.465	492.492	1045.350	1407.948	737.312	629.480
781	622.545	514.782	410.969	791.238	564.525	596.179	592.881	480.999	601.015	575.021	725.025	410.900	677.446	476.101	697.946	507.329	786.739	729.876	840.212	1251.686	919.742	837.813	664.551	819.103	690.218	560.254	704.953	577.077	710.075	497.131	1158.037	1131.046	1509.618	535.244	697.120	671.862	696.530	542.998	524.656	617.612	602.901	739.567	726.274	652.106	1076.228	673.246	470.572	976.581	827.424	663.897	734.129	692.787	539.308	478.169	851.581	779.587	568.434	715.099	2845.477	545.798	1369.980	480.662	1851.519	866.142	1679.602	838.263	1833.649	1172.527	1261.430	1088.514	534.611	2620.515	341.591	416.455	340.855	542.750	465.736	852.447	625.535	550.022	506.064	1114.510	1246.380	753.051	647.639
782	569.947	518.283	456.930	841.492	557.265	526.386	650.643	516.571	528.893	579.528	596.957	421.128	725.596	460.992	694.352	487.895	796.501	734.699	847.343	1290.782	864.032	854.988	706.440	798.538	652.835	670.294	745.716	585.297	683.548	475.052	1057.672	1109.125	1642.356	547.874	720.513	649.829	627.552	656.949	500.976	664.174	657.012	847.086	693.918	577.792	985.132	677.494	483.870	943.143	732.159	543.542	664.419	620.753	582.526	437.134	742.838	831.963	594.019	761.144	2715.127	563.475	1404.110	469.164	1887.260	875.950	1803.469	789.048	1883.562	1161.687	1235.366	937.660	690.533	2398.194	336.172	408.109	371.030	496.713	570.056	794.667	608.633	673.979	505.311	1011.455	1325.866	689.760	637.316
783	662.637	515.640	391.578	766.459	568.163	510.892	633.376	535.764	521.694	531.470	706.870	411.292	714.812	441.286	616.494	518.446	728.520	708.381	862.093	1116.453	899.188	887.367	687.428	721.390	650.595	580.436	762.761	596.765	714.592	472.739	1056.393	1099.144	1684.613	534.596	724.516	707.793	721.443	648.153	540.492	639.811	541.039	733.824	794.220	567.580	928.764	835.564	465.926	1031.175	809.386	727.088	719.151	583.374	545.319	578.032	803.261	769.332	536.805	718.553	2815.099	512.006	1374.827	460.735	1854.528	943.362	1552.208	801.904	2070.521	1199.030	1180.442	997.113	673.358	2551.208	321.998	443.022	363.919	491.015	516.460	806.143	680.213	585.807	488.494	1212.500	1290.926	756.884	701.880
784	624.903	495.735	410.253	791.958	544.867	546.258	665.344	517.781	577.084	495.829	623.600	445.934	653.346	409.018	747.463	514.745	684.336	741.013	731.384	1225.821	845.568	820.237	699.645	833.446	665.057	562.426	693.283	578.144	616.727	488.961	975.875	1107.669	1678.924	549.250	662.877	745.019	681.632	557.297	436.614	548.009	575.485	823.682	747.185	552.346	1085.226	665.867	520.261	917.823	758.249	632.441	805.208	697.250	546.829	456.986	740.533	775.033	543.084	680.934	2761.460	514.472	1412.556	556.343	1887.770	797.372	1519.616	811.036	1925.950	1075.654	1135.148	1028.809	721.906	2497.059	315.543	382.538	363.377	482.962	472.966	857.509	608.359	596.860	481.671	1134.101	1268.547	704.063	610.090
785	657.506	543.603	405.790	794.028	543.179	529.475	641.497	511.493	547.600	523.004	678.922	395.205	734.286	440.071	685.065	533.843	650.449	765.410	748.863	1272.517	842.606	851.514	644.470	811.778	664.529	606.567	664.532	639.715	620.070	487.122	973.158	1078.056	1700.489	525.439	757.484	652.699	704.647	599.175	526.025	528.947	598.083	792.007	709.079	577.558	1006.198	704.916	478.454	975.123	840.099	664.090	737.244	641.403	546.282	476.558	810.801	717.133	539.096	765.225	2977.783	574.044	1390.454	406.205	1813.297	912.132	1474.340	754.824	2034.677	1057.641	1181.341	964.486	669.683	2457.719	332.259	389.656	370.431	484.091	525.225	734.803	593.461	604.038	501.695	1170.652	1303.970	699.780	704.424
786	592.783	504.597	393.587	788.424	546.385	519.480	567.344	524.375	560.366	517.851	636.468	391.097	715.028	452.240	701.258	591.995	676.447	759.115	773.597	1128.353	893.449	834.017	701.967	837.441	713.098	586.040	659.174	611.663	596.374	444.480	1015.299	1030.271	1621.861	493.678	775.327	720.437	665.745	646.270	555.507	587.836	575.451	793.308	714.277	597.582	1025.871	656.605	449.229	922.716	886.459	667.012	768.825	733.144	532.844	506.183	799.085	720.757	547.601	715.357	2935.925	477.205	1407.157	478.448	1756.344	915.964	1535.605	704.843	1703.154	1093.609	1291.012	955.045	608.836	2470.869	316.457	370.109	363.881	504.612	515.085	734.979	662.275	677.689	484.794	1116.334	1406.292	714.660	594.276
787	606.807	519.228	434.661	771.685	520.951	548.107	547.251	554.897	493.113	504.829	576.158	420.053	662.690	484.788	697.190	510.184	635.234	714.673	703.221	1223.240	841.426	835.371	673.420	701.021	674.947	629.966	662.804	576.495	678.969	472.047	1035.150	1071.298	1614.618	549.655	694.509	776.718	722.623	604.660	492.829	565.769	555.259	694.595	655.965	571.894	1110.635	722.452	470.859	954.778	849.138	649.957	810.879	659.874	549.745	451.215	781.627	734.710	528.458	701.884	2796.234	524.408	1336.477	468.065	2051.394	843.617	1585.816	815.612	2147.725	1065.173	1218.571	920.904	657.353	2626.363	320.200	378.251	365.807	424.220	528.014	724.827	596.865	617.268	410.510	1034.161	1414.557	744.555	666.577
788	580.408	492.133	390.637	842.522	464.928	499.342	579.865	506.075	521.654	514.428	627.530	428.688	646.111	427.254	695.481	559.554	752.580	761.134	707.784	1166.781	945.864	833.023	701.509	734.055	682.964	575.449	682.632	608.739	748.461	462.964	1028.580	1043.315	1575.128	562.397	722.230	700.824	701.093	534.798	598.586	608.200	565.609	696.294	727.620	630.812	883.621	601.469	440.705	870.313	789.578	780.041	730.266	593.792	568.616	466.542	763.547	707.856	565.359	730.101	2591.940	494.297	1258.493	447.459	1731.245	881.731	1538.211	794.696	1899.899	1014.629	1259.297	1072.523	644.883	2425.985	318.130	408.583	363.840	521.365	560.865	754.759	601.071	567.169	466.068	1143.393	1245.164	696.125	605.532
789	675.860	464.095	404.179	811.076	581.107	484.546	583.143	524.781	530.692	550.579	541.033	404.464	677.180	417.867	750.803	553.164	695.670	740.751	671.440	1162.594	955.040	892.767	670.970	819.559	713.525	579.747	715.443	650.431	630.942	464.303	1038.460	1127.114	1602.044	515.885	644.896	744.131	630.847	609.853	489.517	587.056	528.561	753.467	692.465	538.914	1006.381	707.259	467.714	980.104	779.623	700.869	759.186	666.721	588.864	475.359	778.469	720.752	485.488	749.660	2700.010	490.834	1333.065	455.521	1766.245	899.682	1731.663	722.075	1821.463	1082.250	1235.984	1043.705	640.831	2442.620	275.180	378.198	348.368	473.595	520.745	733.293	564.957	628.188	457.907	1049.245	1218.038	691.081	634.642
790	634.417	510.101	386.399	740.733	511.940	570.337	657.601	527.291	545.587	447.410	621.370	418.427	671.719	406.551	703.304	529.721	699.240	686.016	702.491	1153.482	881.671	892.630	705.883	759.733	749.869	634.549	667.791	604.760	640.913	524.441	1008.052	1104.106	1612.148	602.039	652.597	729.224	676.102	578.540	522.744	531.043	529.867	748.519	699.872	598.450	936.289	736.178	512.164	853.037	846.623	645.628	651.206	641.257	569.006	484.975	818.490	712.201	522.047	750.770	2738.935	514.193	1350.917	436.485	1756.753	842.466	1648.908	799.409	1790.752	1114.123	1154.574	940.061	575.161	2460.971	298.335	348.381	337.324	506.954	562.826	780.113	560.715	658.929	492.698	1031.108	1116.817	696.364	596.219
791	652.670	540.650	378.205	806.793	546.002	525.623	632.484	510.312	577.117	544.080	610.430	434.659	699.927	456.633	695.277	502.589	671.883	718.691	688.846	1148.211	875.947	826.403	736.567	787.813	657.587	600.149	665.065	596.512	671.181	495.463	1114.776	990.686	1649.485	491.397	794.947	644.977	666.937	532.414	480.810	509.119	561.903	860.083	824.918	622.914	1039.136	706.185	461.859	946.443	758.852	602.096	773.340	643.005	489.751	418.324	813.387	706.108	469.369	716.396	2665.351	547.508	1375.233	483.588	1648.323	833.853	1777.167	812.646	1973.505	1096.940	1246.150	962.939	559.942	2459.657	308.207	343.972	381.011	450.669	559.332	717.983	595.007	686.744	541.426	1079.323	1294.385	696.530	575.344
792	573.772	537.477	397.996	804.918	496.799	571.327	625.513	508.711	523.473	529.311	653.904	420.487	637.619	442.986	702.732	495.885	682.841	743.088	663.240	1162.496	762.285	851.708	642.862	744.021	679.846	608.802	673.088	613.729	653.626	474.506	1155.923	1149.184	1841.435	544.918	534.164	689.409	701.112	582.705	587.214	556.547	509.623	796.623	721.630	570.878	873.044	655.194	458.776	820.208	766.225	666.569	675.397	661.148	524.100	455.326	765.135	757.696	538.866	768.315	2751.417	526.156	1392.001	457.989	1782.457	786.711	1456.680	789.807	1976.317	1037.663	1204.928	982.578	607.003	2483.082	313.459	374.899	362.956	491.759	560.106	732.070	659.257	665.545	500.706	1109.233	1274.713	734.920	598.149
793	621.159	513.574	408.890	748.750	531.448	537.456	605.865	536.103	500.024	548.615	579.646	463.353	592.547	444.879	654.422	549.635	679.388	733.619	697.625	1279.280	843.390	807.879	676.573	765.263	686.628	578.958	670.490	610.742	571.775	455.853	1023.156	1166.801	1706.427	549.405	757.311	730.254	658.110	625.858	488.412	601.205	554.737	689.796	656.552	569.898	944.328	675.047	481.869	951.453	772.991	646.000	747.110	666.059	573.839	482.965	737.018	744.457	597.005	709.684	2808.404	515.732	1408.704	455.593	1695.282	833.140	1630.483	767.079	1711.895	1082.387	1238.230	983.930	705.436	2496.937	329.706	351.379	361.213	492.041	491.905	812.009	659.086	633.517	461.490	1010.168	1213.658	754.638	604.142
794	593.503	529.139	472.008	836.674	526.268	541.637	610.902	518.136	554.928	477.475	547.313	428.388	574.159	422.328	641.159	498.561	680.990	802.376	662.632	1205.588	876.955	803.970	672.380	833.027	647.886	531.717	659.725	693.971	698.882	478.599	1063.848	1063.067	1722.023	530.192	698.572	696.613	581.752	607.533	524.156	592.501	579.669	758.336	636.073	592.492	1044.183	646.014	536.893	786.555	747.460	628.550	757.964	617.292	566.589	502.009	740.178	775.394	497.348	686.533	2837.269	511.141	1366.787	470.065	1834.333	825.674	1313.544	797.583	1713.628	1136.389	1233.698	959.805	692.056	2515.959	304.139	389.593	324.711	474.742	536.366	745.353	583.610	623.255	446.870	1011.729	1313.953	681.674	578.566
795	591.486	524.391	390.225	769.139	503.594	532.597	516.558	539.886	566.001	527.873	631.823	425.820	619.114	435.402	672.979	538.356	752.403	741.566	684.407	1177.159	769.906	888.388	767.047	757.287	684.923	617.456	722.738	587.937	623.857	451.485	983.676	1043.576	1602.274	515.860	658.670	739.797	590.862	596.018	475.010	562.628	543.631	692.779	723.005	546.626	987.314	702.233	459.561	851.674	762.755	598.357	720.959	675.156	574.089	502.829	797.309	730.958	505.263	756.824	2770.676	476.943	1302.786	472.914	1702.275	824.072	1557.544	736.724	1879.560	1096.866	1094.899	846.129	665.656	2395.576	310.143	374.470	363.954	451.959	506.761	711.346	553.563	628.303	450.675	944.301	1421.997	703.150	629.939
